customer_id,age,age_group,gender,category,purchase_amount_(usd),location,season,review_rating,subscription_status,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,frequency_score,dependency_score,dependency_segment,customer_value_score,value_tier,behavioral_loyalty_score,relationship_loyalty_score,loyalty_score,loyalty_segment,satisfaction_flag,rating_segment,high_promo_user
510,41,36-45,Male,Clothing,80,Delaware,Summer,3.9,1,1,1,17,Debit Card,Weekly,10.0,1.0,Highly Promo Dependent,0.5382653061224489,Medium Value,0.7306122448979593,0.6167857142857143,0.6167857142857143,Champion,0,Satisfied,1
511,21,18-25,Male,Clothing,87,West Virginia,Fall,3.9,1,1,1,22,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.6330357142857144,Medium Value,0.37142857142857144,0.665625,0.665625,Champion,0,Satisfied,1
512,61,55+,Male,Clothing,46,Hawaii,Fall,3.1,1,1,1,8,PayPal,Annually,2.0,1.0,Highly Promo Dependent,0.23392857142857146,Very Low Value,0.2571428571428572,0.40875000000000006,0.40875000000000006,Potential Loyalist,0,Satisfied,1
513,19,18-25,Male,Accessories,49,New York,Winter,3.8,1,1,1,2,Bank Transfer,Monthly,6.0,1.0,Highly Promo Dependent,0.1914540816326531,Very Low Value,0.40816326530612246,0.44151785714285713,0.44151785714285713,Loyal,0,Satisfied,1
514,22,18-25,Male,Accessories,65,New Mexico,Fall,3.6,1,1,1,45,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.7302295918367346,High Value,0.5591836734693878,0.7586607142857144,0.7586607142857144,Champion,0,Satisfied,1
515,64,55+,Male,Clothing,62,Indiana,Winter,4.3,1,1,1,47,PayPal,Quarterly,4.0,1.0,Highly Promo Dependent,0.7318877551020408,High Value,0.6755102040816328,0.8373214285714284,0.8373214285714284,Champion,1,Satisfied,1
516,28,26-35,Male,Accessories,67,Kentucky,Spring,4.5,1,1,1,7,Cash,Monthly,6.0,1.0,Highly Promo Dependent,0.3549744897959184,Low Value,0.44897959183673475,0.5809821428571429,0.5809821428571429,Champion,1,Highly Satisfied,1
517,34,26-35,Male,Clothing,41,West Virginia,Fall,2.8,1,1,1,19,Debit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.3149234693877551,Very Low Value,,0.4479464285714285,0.4479464285714285,Loyal,0,Unsatisfied,1
518,61,55+,Male,Footwear,49,North Dakota,Fall,2.7,1,1,1,44,Cash,Every 3 Months,,1.0,Highly Promo Dependent,0.6200255102040816,Medium Value,,0.631517857142857,0.631517857142857,Champion,0,Unsatisfied,1
519,24,18-25,Male,Clothing,100,Oregon,Fall,2.9,1,1,1,16,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.6530612244897959,High Value,,0.547142857142857,0.547142857142857,Loyal,0,Unsatisfied,1
520,19,18-25,Male,Accessories,54,Minnesota,Summer,4.4,1,1,1,17,Bank Transfer,Quarterly,4.0,1.0,Highly Promo Dependent,0.37576530612244896,Low Value,0.4306122448979592,0.6180357142857142,0.6180357142857142,Champion,1,Satisfied,1
521,51,46-55,Male,Accessories,84,South Carolina,Spring,3.9,1,1,1,20,Debit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.5938775510204082,Medium Value,0.4551020408163265,0.6457142857142857,0.6457142857142857,Champion,0,Satisfied,1
522,36,36-45,Male,Clothing,41,Vermont,Winter,3.5,1,1,1,50,Bank Transfer,Annually,2.0,1.0,Highly Promo Dependent,0.6312500000000001,Medium Value,0.6000000000000001,0.739375,0.739375,Champion,0,Satisfied,1
523,65,55+,Male,Accessories,88,Minnesota,Spring,2.5,1,1,1,37,Cash,Quarterly,4.0,1.0,Highly Promo Dependent,0.7923469387755102,High Value,0.5938775510204082,0.6346428571428571,0.6346428571428571,Champion,0,Unsatisfied,1
524,46,46-55,Male,Footwear,40,Delaware,Spring,4.9,1,1,1,5,PayPal,Quarterly,4.0,1.0,Highly Promo Dependent,0.16581632653061223,Very Low Value,0.3326530612244898,0.5560714285714287,0.5560714285714287,Loyal,1,Highly Satisfied,1
525,59,55+,Male,Clothing,39,Pennsylvania,Summer,4.8,1,1,1,44,PayPal,Annually,2.0,1.0,Highly Promo Dependent,0.5575255102040816,Medium Value,0.5510204081632653,0.822767857142857,0.822767857142857,Champion,1,Highly Satisfied,1
526,51,46-55,Male,Outerwear,37,Iowa,Spring,3.2,1,1,1,41,Debit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.5144132653061224,Medium Value,0.726530612244898,0.6375892857142856,0.6375892857142856,Champion,0,Satisfied,1
527,51,46-55,Male,Clothing,52,New Jersey,Winter,4.9,1,1,1,19,Cash,Monthly,6.0,1.0,Highly Promo Dependent,0.3836734693877551,Low Value,0.5469387755102041,0.6785714285714286,0.6785714285714286,Champion,1,Highly Satisfied,1
528,21,18-25,Male,Clothing,23,South Carolina,Winter,4.3,1,1,1,47,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.4881377551020408,Low Value,,0.7641964285714284,0.7641964285714284,Champion,1,Satisfied,1
529,34,26-35,Male,Footwear,88,Maryland,Winter,3.2,1,1,1,40,Cash,Annually,2.0,1.0,Highly Promo Dependent,0.8229591836734693,High Value,0.5183673469387755,0.7260714285714285,0.7260714285714285,Champion,0,Satisfied,1
530,32,26-35,Male,Clothing,84,California,Fall,3.7,1,1,1,6,Credit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.45102040816326533,Low Value,0.44081632653061226,0.5257142857142858,0.5257142857142858,Loyal,0,Satisfied,1
531,48,46-55,Male,Outerwear,37,Montana,Winter,3.2,1,1,1,25,Credit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.3511479591836735,Low Value,,0.5233035714285714,0.5233035714285714,Loyal,0,Satisfied,1
532,50,46-55,Male,Footwear,51,Vermont,Fall,3.4,1,1,1,42,Cash,Weekly,10.0,1.0,Highly Promo Dependent,0.6121173469387755,Medium Value,0.9346938775510205,0.6909821428571428,0.6909821428571428,Champion,0,Satisfied,1
533,26,26-35,Male,Clothing,76,Texas,Winter,4.1,1,1,1,35,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.6969387755102041,High Value,,0.7578571428571428,0.7578571428571428,Champion,1,Satisfied,1
534,57,55+,Male,Footwear,60,North Carolina,Spring,4.5,1,1,1,17,Debit Card,Weekly,10.0,1.0,Highly Promo Dependent,0.41326530612244894,Low Value,0.7306122448979593,0.6392857142857142,0.6392857142857142,Champion,1,Highly Satisfied,1
535,65,55+,Male,Accessories,72,Florida,Fall,4.5,1,1,1,4,PayPal,Quarterly,4.0,1.0,Highly Promo Dependent,0.3556122448979592,Low Value,0.32448979591836735,0.5689285714285715,0.5689285714285715,Champion,1,Highly Satisfied,1
536,56,55+,Male,Clothing,45,West Virginia,Spring,3.2,1,1,1,24,Bank Transfer,Weekly,10.0,1.0,Highly Promo Dependent,0.3909438775510204,Low Value,0.7877551020408164,0.5311607142857143,0.5311607142857143,Loyal,0,Satisfied,1
537,44,36-45,Male,Outerwear,84,Illinois,Fall,4.4,1,1,1,16,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.5530612244897959,Medium Value,,0.6671428571428571,0.6671428571428571,Champion,1,Satisfied,1
538,50,46-55,Male,Clothing,49,Virginia,Summer,3.0,1,1,1,14,Debit Card,Annually,2.0,1.0,Highly Promo Dependent,0.3139030612244898,Very Low Value,0.30612244897959184,0.4472321428571429,0.4472321428571429,Loyal,0,Satisfied,1
539,27,26-35,Male,Clothing,22,Virginia,Spring,3.2,1,1,1,43,Cash,Weekly,10.0,1.0,Highly Promo Dependent,0.44107142857142856,Low Value,0.9428571428571428,0.6237500000000001,0.6237500000000001,Champion,0,Satisfied,1
540,49,46-55,Male,Outerwear,48,Wyoming,Winter,4.0,1,1,1,49,Debit Card,Weekly,10.0,1.0,Highly Promo Dependent,0.6647959183673469,High Value,0.9918367346938775,0.7953571428571428,0.7953571428571428,Champion,1,Satisfied,1
541,49,46-55,Male,Clothing,37,South Carolina,Spring,3.1,1,1,1,33,Cash,Every 3 Months,,1.0,Highly Promo Dependent,0.43278061224489794,Low Value,,0.5704464285714286,0.5704464285714286,Champion,0,Satisfied,1
542,52,46-55,Male,Outerwear,27,Connecticut,Fall,2.8,1,1,1,45,Cash,Bi-Weekly,,1.0,Highly Promo Dependent,0.49272959183673465,Low Value,,0.6074107142857144,0.6074107142857144,Champion,0,Unsatisfied,1
543,27,26-35,Male,Footwear,79,Illinois,Spring,4.6,1,1,1,35,Cash,Bi-Weekly,,1.0,Highly Promo Dependent,0.715688775510204,High Value,,0.8134821428571427,0.8134821428571427,Champion,1,Highly Satisfied,1
544,53,46-55,Male,Clothing,98,Alabama,Spring,4.3,1,1,1,11,Credit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.5895408163265307,Medium Value,0.4816326530612245,0.6476785714285713,0.6476785714285713,Champion,1,Satisfied,1
545,34,26-35,Male,Footwear,64,Washington,Summer,3.3,1,1,1,30,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.5709183673469387,Medium Value,,0.6196428571428572,0.6196428571428572,Champion,0,Satisfied,1
546,33,26-35,Male,Outerwear,32,Alabama,Summer,3.5,1,1,1,48,Debit Card,Annually,2.0,1.0,Highly Promo Dependent,0.5545918367346938,Medium Value,0.5836734693877551,0.7082142857142857,0.7082142857142857,Champion,0,Satisfied,1
547,62,55+,Male,Clothing,74,New Mexico,Winter,3.4,1,1,1,45,Venmo,Bi-Weekly,,1.0,Highly Promo Dependent,0.7864795918367347,High Value,,0.7555357142857144,0.7555357142857144,Champion,0,Satisfied,1
548,38,36-45,Male,Outerwear,50,Nevada,Winter,2.8,1,1,1,26,Venmo,Weekly,10.0,1.0,Highly Promo Dependent,0.4426020408163265,Low Value,0.8040816326530613,0.5148214285714284,0.5148214285714284,Loyal,0,Unsatisfied,1
549,36,36-45,Male,Accessories,64,Nebraska,Winter,4.6,1,1,1,41,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.6831632653061224,High Value,,0.8282142857142856,0.8282142857142856,Champion,1,Highly Satisfied,1
550,31,26-35,Male,Accessories,29,Arizona,Fall,3.6,1,1,1,37,Venmo,Bi-Weekly,,1.0,Highly Promo Dependent,0.4235969387755102,Low Value,,0.6340178571428572,0.6340178571428572,Champion,0,Satisfied,1
551,62,55+,Male,Accessories,62,Georgia,Summer,3.3,1,1,1,12,PayPal,Weekly,10.0,1.0,Highly Promo Dependent,0.3747448979591837,Low Value,0.689795918367347,0.48732142857142857,0.48732142857142857,Loyal,0,Satisfied,1
552,29,26-35,Male,Outerwear,78,Idaho,Fall,3.1,1,1,1,27,Cash,Bi-Weekly,,1.0,Highly Promo Dependent,0.6278061224489796,Medium Value,,0.6044642857142857,0.6044642857142857,Champion,0,Satisfied,1
553,24,18-25,Male,Clothing,94,Missouri,Fall,3.5,1,1,1,18,Bank Transfer,Weekly,10.0,1.0,Highly Promo Dependent,0.635969387755102,Medium Value,0.7387755102040816,0.6101785714285715,0.6101785714285715,Champion,0,Satisfied,1
554,63,55+,Male,Accessories,59,Florida,Winter,3.2,1,1,1,15,Credit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.3866071428571428,Low Value,0.41428571428571426,0.49312500000000004,0.49312500000000004,Loyal,0,Satisfied,1
555,56,55+,Male,Footwear,47,Minnesota,Summer,3.0,1,1,1,34,Bank Transfer,Weekly,10.0,1.0,Highly Promo Dependent,0.505484693877551,Medium Value,0.8693877551020408,0.5863392857142857,0.5863392857142857,Champion,0,Satisfied,1
556,63,55+,Male,Accessories,57,Maine,Fall,4.8,1,1,1,37,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.5985969387755101,Medium Value,0.49387755102040815,0.8065178571428571,0.8065178571428571,Champion,1,Highly Satisfied,1
557,40,36-45,Male,Outerwear,90,Montana,Winter,5.0,1,1,1,21,Cash,Fortnightly,8.0,1.0,Highly Promo Dependent,0.6415816326530612,Medium Value,0.6632653061224489,0.7741071428571428,0.7741071428571428,Champion,1,Highly Satisfied,1
558,18,18-25,Male,Clothing,60,Alaska,Spring,2.9,1,1,1,31,Debit Card,Weekly,10.0,1.0,Highly Promo Dependent,0.5561224489795917,Medium Value,0.8448979591836734,0.5792857142857142,0.5792857142857142,Champion,0,Unsatisfied,1
559,50,46-55,Male,Footwear,77,Iowa,Fall,3.2,1,1,1,43,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.7848214285714286,High Value,,0.7268750000000002,0.7268750000000002,Champion,0,Satisfied,1
560,66,55+,Male,Accessories,41,Arizona,Fall,2.9,1,1,1,22,Bank Transfer,Monthly,6.0,1.0,Highly Promo Dependent,0.3455357142857143,Very Low Value,0.5714285714285714,0.47937499999999994,0.47937499999999994,Loyal,0,Unsatisfied,1
561,25,18-25,Male,Accessories,48,Louisiana,Fall,3.8,1,1,1,12,Debit Card,Annually,2.0,1.0,Highly Promo Dependent,0.28724489795918373,Very Low Value,0.28979591836734697,0.5110714285714286,0.5110714285714286,Loyal,0,Satisfied,1
562,65,55+,Male,Outerwear,65,Alabama,Fall,2.6,1,1,1,25,PayPal,Fortnightly,8.0,1.0,Highly Promo Dependent,0.5261479591836735,Medium Value,0.6959183673469389,0.5158035714285714,0.5158035714285714,Loyal,0,Unsatisfied,1
563,53,46-55,Male,Clothing,62,Missouri,Summer,3.5,1,1,1,40,Debit Card,Annually,2.0,1.0,Highly Promo Dependent,0.6604591836734693,High Value,0.5183673469387755,0.7073214285714285,0.7073214285714285,Champion,0,Satisfied,1
564,61,55+,Male,Footwear,99,Idaho,Fall,4.4,1,1,1,16,Debit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.6468112244897959,High Value,0.42244897959183675,0.6952678571428572,0.6952678571428572,Champion,1,Satisfied,1
565,67,55+,Male,Clothing,58,Florida,Winter,3.4,1,1,1,30,Bank Transfer,Weekly,10.0,1.0,Highly Promo Dependent,0.5334183673469388,Medium Value,0.8367346938775511,0.6183928571428572,0.6183928571428572,Champion,0,Satisfied,1
566,59,55+,Male,Accessories,43,Idaho,Fall,4.2,1,1,1,10,Venmo,Weekly,10.0,1.0,Highly Promo Dependent,0.23558673469387753,Very Low Value,0.6734693877551021,0.5274107142857143,0.5274107142857143,Loyal,1,Satisfied,1
567,55,46-55,Male,Footwear,93,Alabama,Spring,3.6,1,1,1,1,Debit Card,Fortnightly,8.0,1.0,Highly Promo Dependent,0.45625000000000004,Low Value,0.5,0.49687500000000007,0.49687500000000007,Loyal,0,Satisfied,1
568,21,18-25,Male,Clothing,50,New Hampshire,Winter,3.0,1,1,1,24,Venmo,Fortnightly,8.0,1.0,Highly Promo Dependent,0.4221938775510204,Low Value,0.6877551020408164,0.5205357142857143,0.5205357142857143,Loyal,0,Satisfied,1
569,44,36-45,Male,Clothing,88,Utah,Summer,4.0,1,1,1,36,PayPal,Monthly,6.0,1.0,Highly Promo Dependent,0.7821428571428571,High Value,0.6857142857142857,0.7774999999999999,0.7774999999999999,Champion,1,Satisfied,1
570,65,55+,Male,Clothing,33,Alabama,Fall,4.4,1,1,1,46,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.5404336734693878,Medium Value,,0.7858035714285715,0.7858035714285715,Champion,1,Satisfied,1
571,65,55+,Male,Clothing,99,Iowa,Fall,4.1,1,1,1,20,Cash,Annually,2.0,1.0,Highly Promo Dependent,0.6876275510204082,High Value,0.3551020408163265,0.6938392857142857,0.6938392857142857,Champion,1,Satisfied,1
572,54,46-55,Male,Outerwear,76,Kentucky,Spring,3.6,1,1,1,37,Venmo,Weekly,10.0,1.0,Highly Promo Dependent,0.7173469387755103,High Value,0.8938775510204082,0.7221428571428572,0.7221428571428572,Champion,0,Satisfied,1
573,56,55+,Male,Accessories,97,South Carolina,Summer,4.6,1,1,1,26,Bank Transfer,Annually,2.0,1.0,Highly Promo Dependent,0.7363520408163265,High Value,0.4040816326530612,0.7829464285714285,0.7829464285714285,Champion,1,Highly Satisfied,1
574,58,55+,Male,Clothing,68,California,Summer,3.2,1,1,1,23,Credit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.5244897959183674,Medium Value,,0.5671428571428572,0.5671428571428572,Champion,0,Satisfied,1
575,54,46-55,Male,Footwear,79,Maine,Fall,4.8,1,1,1,20,Bank Transfer,Bi-Weekly,,1.0,Highly Promo Dependent,0.5626275510204082,Medium Value,,0.7263392857142856,0.7263392857142856,Champion,1,Highly Satisfied,1
576,58,55+,Male,Clothing,86,Nebraska,Fall,4.8,1,1,1,38,PayPal,Monthly,6.0,1.0,Highly Promo Dependent,0.7900510204081632,High Value,0.7020408163265306,0.8680357142857142,0.8680357142857142,Champion,1,Highly Satisfied,1
577,48,46-55,Male,Accessories,68,Washington,Winter,5.0,1,1,1,5,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.3408163265306123,Very Low Value,,0.6185714285714285,0.6185714285714285,Champion,1,Highly Satisfied,1
578,19,18-25,Male,Clothing,52,Alabama,Fall,3.7,1,1,1,41,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.6081632653061224,Medium Value,0.5265306122448979,0.7157142857142857,0.7157142857142857,Champion,0,Satisfied,1
579,69,55+,Male,Footwear,90,Maine,Fall,4.6,1,1,1,22,Credit Card,Fortnightly,8.0,1.0,Highly Promo Dependent,0.6517857142857142,High Value,0.6714285714285715,0.7412499999999999,0.7412499999999999,Champion,1,Highly Satisfied,1
580,58,55+,Male,Footwear,41,California,Winter,3.7,1,1,1,48,Credit Card,Annually,2.0,1.0,Highly Promo Dependent,0.6108418367346939,Medium Value,0.5836734693877551,0.7450892857142858,0.7450892857142858,Champion,0,Satisfied,1
581,49,46-55,Male,Clothing,80,Iowa,Spring,4.1,1,1,1,10,PayPal,Weekly,10.0,1.0,Highly Promo Dependent,0.46683673469387754,Low Value,0.6734693877551021,0.5867857142857142,0.5867857142857142,Champion,1,Satisfied,1
582,32,26-35,Male,Clothing,100,Iowa,Winter,2.7,1,1,1,12,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.6122448979591837,Medium Value,,0.49857142857142855,0.49857142857142855,Loyal,0,Unsatisfied,1
583,40,36-45,Male,Outerwear,77,Colorado,Spring,4.9,1,1,1,2,Bank Transfer,Quarterly,4.0,1.0,Highly Promo Dependent,0.3664540816326531,Low Value,0.3081632653061225,0.6040178571428572,0.6040178571428572,Champion,1,Highly Satisfied,1
584,25,18-25,Male,Clothing,78,California,Spring,4.0,1,1,1,38,PayPal,Monthly,6.0,1.0,Highly Promo Dependent,0.7400510204081633,High Value,0.7020408163265306,0.7730357142857143,0.7730357142857143,Champion,1,Satisfied,1
585,70,55+,Male,Clothing,94,Indiana,Spring,4.7,1,1,1,20,Debit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.6563775510204082,High Value,0.5551020408163265,0.7444642857142857,0.7444642857142857,Champion,1,Highly Satisfied,1
586,69,55+,Male,Clothing,23,South Carolina,Fall,2.8,1,1,1,5,Cash,Every 3 Months,,1.0,Highly Promo Dependent,0.05956632653061226,Very Low Value,,0.31419642857142854,0.31419642857142854,Potential Loyalist,0,Unsatisfied,1
587,45,36-45,Male,Clothing,20,Wisconsin,Winter,4.9,1,1,1,9,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.08163265306122448,Very Low Value,0.2653061224489796,0.5471428571428572,0.5471428571428572,Loyal,1,Highly Satisfied,1
588,29,26-35,Male,Clothing,86,Washington,Fall,4.2,1,1,1,48,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.8920918367346938,High Value,,0.8794642857142857,0.8794642857142857,Champion,1,Satisfied,1
589,47,46-55,Male,Footwear,60,South Dakota,Fall,3.0,1,1,1,9,Debit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.33163265306122447,Very Low Value,0.3653061224489796,0.4321428571428572,0.4321428571428572,Loyal,0,Satisfied,1
590,28,26-35,Male,Clothing,70,Minnesota,Fall,3.4,1,1,1,40,PayPal,Annually,2.0,1.0,Highly Promo Dependent,0.7104591836734693,High Value,0.5183673469387755,0.7123214285714285,0.7123214285714285,Champion,0,Satisfied,1
591,64,55+,Male,Accessories,39,Alaska,Fall,4.6,1,1,1,30,Venmo,Fortnightly,8.0,1.0,Highly Promo Dependent,0.41466836734693874,Low Value,0.736734693877551,0.702767857142857,0.702767857142857,Champion,1,Highly Satisfied,1
592,47,46-55,Male,Accessories,37,Kentucky,Fall,4.2,1,1,1,6,Debit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.15727040816326532,Very Low Value,,0.4875892857142857,0.4875892857142857,Loyal,1,Satisfied,1
593,60,55+,Male,Footwear,29,North Dakota,Fall,3.2,1,1,1,42,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.4746173469387755,Low Value,,0.6297321428571429,0.6297321428571429,Champion,0,Satisfied,1
594,67,55+,Male,Outerwear,35,Alaska,Winter,4.4,1,1,1,9,PayPal,Every 3 Months,,1.0,Highly Promo Dependent,0.17538265306122447,Very Low Value,,0.5252678571428572,0.5252678571428572,Loyal,1,Satisfied,1
595,35,26-35,Male,Clothing,83,Oklahoma,Winter,2.5,1,1,1,6,Debit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.44477040816326535,Low Value,0.44081632653061226,0.40383928571428573,0.40383928571428573,Potential Loyalist,0,Unsatisfied,1
596,30,26-35,Male,Footwear,77,Delaware,Summer,3.6,1,1,1,47,PayPal,Quarterly,4.0,1.0,Highly Promo Dependent,0.8256377551020408,High Value,0.6755102040816328,0.7954464285714287,0.7954464285714287,Champion,0,Satisfied,1
597,23,18-25,Male,Footwear,37,Montana,Summer,4.5,1,1,1,36,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.4633928571428571,Low Value,0.4857142857142857,0.7318749999999999,0.7318749999999999,Champion,1,Highly Satisfied,1
598,70,55+,Male,Accessories,69,Alaska,Summer,3.4,1,1,1,19,Bank Transfer,Fortnightly,8.0,1.0,Highly Promo Dependent,0.4899234693877551,Low Value,0.6469387755102041,0.5604464285714286,0.5604464285714286,Loyal,0,Satisfied,1
599,21,18-25,Male,Clothing,66,California,Winter,3.2,1,1,1,30,Cash,Every 3 Months,,1.0,Highly Promo Dependent,0.5834183673469387,Medium Value,,0.6133928571428572,0.6133928571428572,Champion,0,Satisfied,1
600,51,46-55,Male,Footwear,26,Massachusetts,Spring,4.2,1,1,1,27,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.30280612244897953,Very Low Value,,0.6169642857142856,0.6169642857142856,Champion,1,Satisfied,1
601,22,18-25,Male,Accessories,63,South Carolina,Spring,5.0,1,1,1,25,Venmo,Monthly,6.0,1.0,Highly Promo Dependent,0.5136479591836736,Medium Value,0.5959183673469388,0.7520535714285714,0.7520535714285714,Champion,1,Highly Satisfied,1
602,32,26-35,Male,Accessories,38,West Virginia,Summer,4.7,1,1,1,5,Cash,Fortnightly,8.0,1.0,Highly Promo Dependent,0.15331632653061225,Very Low Value,0.5326530612244899,0.5323214285714286,0.5323214285714286,Loyal,1,Highly Satisfied,1
603,37,36-45,Male,Footwear,58,Oregon,Summer,4.2,1,1,1,10,Cash,Every 3 Months,,1.0,Highly Promo Dependent,0.3293367346938776,Very Low Value,,0.5555357142857144,0.5555357142857144,Loyal,1,Satisfied,1
604,31,26-35,Male,Accessories,46,Massachusetts,Winter,3.4,1,1,1,26,PayPal,Every 3 Months,,1.0,Highly Promo Dependent,0.4176020408163265,Low Value,,0.5673214285714284,0.5673214285714284,Champion,0,Satisfied,1
605,44,36-45,Male,Accessories,92,West Virginia,Fall,4.4,1,1,1,11,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.5520408163265307,Medium Value,,0.6464285714285715,0.6464285714285715,Champion,1,Satisfied,1
606,40,36-45,Male,Accessories,32,California,Winter,4.2,1,1,1,17,Bank Transfer,Weekly,10.0,1.0,Highly Promo Dependent,0.23826530612244898,Very Low Value,0.7306122448979593,0.5567857142857142,0.5567857142857142,Loyal,1,Satisfied,1
607,27,26-35,Male,Accessories,90,Colorado,Spring,4.5,1,1,1,44,PayPal,Monthly,6.0,1.0,Highly Promo Dependent,0.8762755102040816,High Value,0.7510204081632652,0.8883928571428571,0.8883928571428571,Champion,1,Highly Satisfied,1
608,47,46-55,Male,Clothing,23,Indiana,Fall,2.8,1,1,1,44,Cash,Monthly,6.0,1.0,Highly Promo Dependent,0.4575255102040816,Low Value,0.7510204081632652,0.592767857142857,0.592767857142857,Champion,0,Unsatisfied,1
609,41,36-45,Male,Accessories,25,Delaware,Fall,3.3,1,1,1,21,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.2353316326530612,Very Low Value,,0.48223214285714283,0.48223214285714283,Loyal,0,Satisfied,1
610,51,46-55,Male,Clothing,54,Ohio,Fall,4.6,1,1,1,49,Credit Card,Fortnightly,8.0,1.0,Highly Promo Dependent,0.702295918367347,High Value,0.8918367346938776,0.8666071428571427,0.8666071428571427,Champion,1,Highly Satisfied,1
611,53,46-55,Male,Clothing,72,Oklahoma,Summer,2.5,1,1,1,27,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.5903061224489796,Medium Value,,0.5332142857142856,0.5332142857142856,Loyal,0,Unsatisfied,1
612,43,36-45,Male,Accessories,33,California,Winter,4.7,1,1,1,19,Cash,Monthly,6.0,1.0,Highly Promo Dependent,0.26492346938775513,Very Low Value,0.5469387755102041,0.6229464285714286,0.6229464285714286,Champion,1,Highly Satisfied,1
613,67,55+,Male,Accessories,43,New Hampshire,Fall,4.6,1,1,1,33,Credit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.4702806122448979,Low Value,0.5612244897959184,0.7316964285714285,0.7316964285714285,Champion,1,Highly Satisfied,1
614,61,55+,Male,Outerwear,51,Pennsylvania,Fall,2.6,1,1,1,46,Cash,Bi-Weekly,,1.0,Highly Promo Dependent,0.6529336734693878,High Value,,0.6395535714285714,0.6395535714285714,Champion,0,Unsatisfied,1
615,68,55+,Male,Accessories,85,Idaho,Winter,4.0,1,1,1,21,Credit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.6103316326530612,Medium Value,,0.6647321428571428,0.6647321428571428,Champion,1,Satisfied,1
616,67,55+,Male,Footwear,100,Maryland,Summer,2.6,1,1,1,23,Venmo,Annually,2.0,1.0,Highly Promo Dependent,0.7244897959183674,High Value,0.3795918367346939,0.5671428571428572,0.5671428571428572,Champion,0,Unsatisfied,1
617,29,26-35,Male,Accessories,72,Pennsylvania,Spring,4.6,1,1,1,38,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.7025510204081633,High Value,,0.8217857142857142,0.8217857142857142,Champion,1,Highly Satisfied,1
618,50,46-55,Male,Accessories,57,Colorado,Fall,2.6,1,1,1,2,Bank Transfer,Quarterly,4.0,1.0,Highly Promo Dependent,0.24145408163265308,Very Low Value,0.3081632653061225,0.33651785714285715,0.33651785714285715,Potential Loyalist,0,Unsatisfied,1
619,61,55+,Male,Outerwear,94,Indiana,Spring,4.0,1,1,1,21,Debit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.6665816326530613,High Value,,0.6816071428571429,0.6816071428571429,Champion,1,Satisfied,1
620,19,18-25,Male,Accessories,34,Nebraska,Summer,4.6,1,1,1,1,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.08750000000000002,Very Low Value,,0.48624999999999996,0.48624999999999996,Loyal,1,Highly Satisfied,1
621,33,26-35,Male,Accessories,89,Rhode Island,Fall,3.7,1,1,1,10,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.5230867346938776,Medium Value,,0.5636607142857143,0.5636607142857143,Champion,0,Satisfied,1
